ID;Authors;Author full names;Affiliations;Title;Year;Source Title;Type of Source Title;Source Title Abbreviation;Page Start;Page End;Cited by;Abstract;Author Keyword;Index Keyword;Language;Document Type;Type of Study;Research Type of Primary Studies;SWEBOK;Study goal and contribution;Study review;SE area;Observations
SCP0161;"Zhao P.; Zhao J.; Ma L.";"Zhao, Pengzhan (57222758636); Zhao, Jianjun (35786932000); Ma, Lei (55479591700)";Kyushu University, Japan;Identifying Bug Patterns in Quantum Programs;2021;International Workshop on Quantum Software Engineering;Quantum Software Engineering;QSE;16;21;29;Bug patterns are erroneous code idioms or bad coding practices that have been proved to fail time and time again, which are usually caused by the misunderstanding of a programming language's features, the use of erroneous design patterns, or simple mistakes sharing common behaviors. This paper identifies and categorizes some bug patterns in the quantum programming language Qiskit and briefly discusses how to eliminate or prevent those bug patterns. We take this research as the first step to provide an underlying basis for debugging and testing quantum programs.  © 2021 IEEE.;"Qiskit; quantum bug patterns; Quantum program debugging; quantum software testing";"Computer programming languages; Software engineering; Design Patterns; Quantum programming languages; Program debugging";English;Conference Paper;Primary Study;Opinion papers;Software Testing;"O artigo tem como objetivo identificar e categorizar padrões recorrentes de bugs em programas quânticos desenvolvidos com o framework Qiskit, com o intuito de apoiar a engenharia de software quântica no diagnóstico, prevenção e correção de erros. A proposta surge da constatação de que muitos desenvolvedores cometem equívocos ao lidar com os princípios e estruturas específicas da computação quântica, como superposição, emaranhamento e medições, o que compromete a confiabilidade e a eficácia do código produzido.

Como contribuição, o estudo apresenta um catálogo com sete padrões de bugs específicos, detalhando suas causas, sintomas e possíveis estratégias de resolução, distribuídos entre as etapas de inicialização, operações com portas, medições e desalocação de recursos. A análise empírica dos padrões é acompanhada por exemplos concretos que ilustram como esses erros se manifestam na prática, servindo como base para futuras abordagens sistemáticas de depuração em software quântico. O trabalho representa um passo inicial para a construção de ferramentas e metodologias de verificação mais robustas no contexto da programação quântica.";O artigo tem como objetivo identificar e categorizar padrões recorrentes de bugs em programas quânticos desenvolvidos com o framework Qiskit, com o intuito de apoiar a engenharia de software quântica no diagnóstico, prevenção e correção de erros.;Quantum software testing;
SCP0183;"Mykhailova M.; Soeken M.";"Mykhailova, Mariia (56974399800); Soeken, Mathias (24825660000)";Microsoft Quantum, Redmond, United States;Testing quantum programs using Q# and Microsoft quantum development kit;2021;International Workshop on Quantum Software Engineering and Technology;Quantum Software Engineering;QSET;81;88;5;As the quantum software matures, the quantum codebases grow both in size and in complexity, and so does the task of testing them and verifying their correctness. In this paper we show how to test and validate several common types of quantum programs written in the quantum programming language Q# using the tools provided by the Microsoft Quantum Development Kit. Our approach uses multiple simulators and library tools for program testing and resource estimation, performing these steps before running the programs on quantum hardware. The demonstrated approach is illustrated with code examples from the Quantum Katas, a collection of quantum programming tutorials that provide immediate feedback for the learner’s solution. © 2021 Copyright for this paper by its authors.;"Microsoft quantum development kit; Q#; Quantum programming; Quantum software engineering; Quantum software testing";"MicroSoft; Microsoft quantum development kit; Program testing; Q#; Quantum programming; Quantum programming languages; Quantum software engineering; Quantum software testing; Resource estimation; Software testings; Software testing";English;Conference Paper;Primary Study;Opinion papers;Software Testing;O trabalho detalha vários tipos comuns de programas quânticos e as maneiras de implementar testes de unidade para eles usando o QDK (Quantum Development Kit), usando trechos de código dos Quantum Katas como ilustração.;Várias maneiras de implementar testes unitários;Quantum software testing;
WOS0011;"Luo, JJ; Zhao, PZ; Miao, ZT; Lan, SH; Zhao, JJ";"Luo, Junjie; Zhao, Pengzhan; Miao, Zhongtao; Lan, Shuhan; Zhao, Jianjun";Kyushu University;A Comprehensive Study of Bug Fixes in Quantum Programs;2022;International Conference on Software Analysis, Evolution and Reengineering ;Software Engineering;SANER;1239;1246;9;As quantum programming evolves, more and more quantum programming languages are being developed. As a result, debugging and testing quantum programs have become increasingly important. While bug fixing in classical programs has come a long way, there is a lack of research in quantum programs. To this end, this paper presents a comprehensive study on bug fixing in quantum programs. We collect and investigate 96 real-world bugs and their fixes from four popular quantum programming languages (Qiskit, Cirq, Q#, and ProjectQ). Our study shows that a high proportion of bugs in quantum programs are quantum-specific bugs (over 80%), which requires further research in the bug fixing domain. We also summarize and extend the bug patterns in quantum programs and subdivide the most critical part, math-related bugs, to make it more applicable to the study of quantum programs. Our findings summarize the characteristics of bugs in quantum programs and provide a basis for studying testing and debugging quantum programs.;"Bug fixing; quantum software testing; quantum program debugging; empirical study";;English;Conference Paper;Primary Study;Evaluation research;Software Testing;"O artigo tem como objetivo investigar sistematicamente as características dos bugs e correções em programas quânticos, com o intuito de compreender os padrões mais comuns de falhas e os mecanismos de correção aplicados pelos desenvolvedores. A motivação central é oferecer uma base empírica que oriente práticas de desenvolvimento, depuração e manutenção de software no contexto quântico, onde os desafios são ampliados pela natureza probabilística e não determinística dos algoritmos.

As principais contribuições incluem a criação de um corpus com mais de 300 commits de correções extraídos de repositórios públicos que utilizam Qiskit e outras ferramentas quânticas. O estudo identifica categorias de bugs mais frequentes, como erros de operação quântica, problemas de medição e uso inadequado de APIs. Também são analisados os tipos de modificações aplicadas, como inserção de operações, reordenação de gates e ajustes de parâmetros. A pesquisa oferece recomendações práticas para ferramentas de apoio ao desenvolvimento quântico, sugerindo, por exemplo, melhores práticas para testes e melhorias em ambientes de desenvolvimento integrados.";O artigo tem como objetivo investigar sistematicamente as características dos bugs e correções em programas quânticos, com o intuito de compreender os padrões mais comuns de falhas e os mecanismos de correção aplicados pelos desenvolvedores.;Quantum software testing;
WOS0072;"Huang, LZ; Pei, HY; Li, YC; Yin, BB; Cai, KY";"Huang, Linzhi; Pei, Hanyu; Li, Yuechen; Yin, Beibei; Cai, Kai-Yuan";"Beihang University; University of Science & Technology Beijing";A Strategy of Dynamic Random Testing with Hybrid Distance Metrics for Quantum Programs;2024;International Conference on Software Quality, Reability and Security;Software Engineering;QRS;1;12;1;Quantum Computing (QC) leverages quantum mechanics to manipulate quantum information, holding greater potential than classical computing. To fully exploit QC's potential, it is crucial to ensure the reliability and quality of quantum programs. Research on quantum program testing is still at its early stage, in which some distinctive features of quantum programs, e.g., superposition and entanglement, may be overlooked, and the fault detection capability and testing effectiveness are rather limited. Besides, the input space of quantum programs may exponentially grow when the number of qubits increases, posing great challenges to testing quantum programs. It is imperative to develop a proper testing strategy to effectively select the potential failure-causing test cases and detect faults faster. In this paper, test cases with both basis states and superposition ones are considered and generated to cover more input space. A hybrid distance measurement method based on quantum fidelity and Hamming distance is presented for measuring the similarity among quantum test cases. Furthermore, a Dynamic Random Testing strategy based on Hybrid distance metrics (DRT-H) for quantum programs is proposed, which combines the hybrid distance metrics and the feedback mechanism of the classical Dynamic Random Testing (DRT) strategy to adjust the testing profile and guide the test case selection. Experimental studies demonstrate that the proposed DRT-H strategy outperforms the baseline testing strategies in most cases.;"Dynamic random testing; quantum program testing; hybrid distance metrics; superposition; software cybernetics; S-ADA";;English;Conference Paper;Primary Study;Evaluation research;Software Testing;"O artigo tem como objetivo propor uma estratégia de teste baseada em geração dinâmica e aleatória de casos de teste, utilizando métricas híbridas de distância para avaliar a eficácia de testes aplicados a programas quânticos. A motivação central é superar limitações das abordagens de teste convencionais, que são ineficazes diante das características probabilísticas e do grande espaço de estados dos programas quânticos.

Como contribuição, o estudo apresenta uma técnica de teste aleatório dinâmico (DRT) que incorpora uma métrica híbrida composta por distância euclidiana e distância baseada em fidelidade quântica, permitindo medir a similaridade entre estados quânticos de forma mais precisa. A estratégia proposta é avaliada por meio de experimentos com benchmarks em Qiskit, demonstrando maior taxa de detecção de falhas em comparação com métodos tradicionais. O trabalho contribui para o avanço das técnicas de verificação e validação no desenvolvimento de software quântico, oferecendo um método mais robusto e adaptado à sua natureza única.";O artigo tem como objetivo propor uma estratégia de teste baseada em geração dinâmica e aleatória de casos de teste, utilizando métricas híbridas de distância para avaliar a eficácia de testes aplicados a programas quânticos.;Quantum software testing;
WOS0127;"Imran, M; Cortellessa, V; Di Ruscio, D; Rubei, R; Traini, L";"Imran, Muhammad; Cortellessa, Vittorio; Di Ruscio, Davide; Rubei, Riccardo; Traini, Luca";University of L'Aquila;An Empirical Study on Code Coverage of Performance Testing;2024;International Conference on Evaluation and Assessment in Software Engineering  ;Software Engineering;EASE;48;57;2;Performance testing aims to ensure the operational efficiency of software systems. However, many factors influencing the efficacy and adoption of performance tests in practice are not yet fully understood. For instance, while code coverage is widely regarded as a key quality metric for evaluating the efficacy of functional testing suites, there is limited knowledge about the types and levels of coverage that performance tests specifically achieve. Another important factor, often perceived as a barrier to the broader adoption of performance tests yet remaining relatively unexplored, is their extended execution time. In this paper, we analyze the performance testing suites of 28 open-source systems to study (i) the magnitude of their code coverage, and (ii) their execution time. Our analysis shows that performance tests achieve significantly lower code coverage than functional tests, as expected, and it highlights a significant trade-off between coverage and execution time. Our results also suggest, in perspective, that automated test generation methods might not ensure affordable performance testing due to the associated time cost. This finding poses new challenges in the field of performance test generation.;"Performance Testing; Code Coverage; JMH; Microbenchmarking";;English;Conference Paper;Primary Study;Evaluation research;Software Testing;"O objetivo deste artigo é investigar empiricamente a relação entre testes de desempenho e cobertura de código em programas quânticos. Os autores buscam entender até que ponto os testes focados em performance são capazes de cobrir diferentes partes do código quântico, fornecendo evidências sobre a efetividade e os limites dessa prática no contexto do desenvolvimento quântico.

A principal contribuição do estudo é a análise de múltiplos programas implementados com Qiskit, avaliando como diferentes estratégias de teste de desempenho impactam a cobertura estrutural do código. Os resultados mostram que há uma lacuna significativa entre a intenção de medir desempenho e a real abrangência do código testado, o que levanta preocupações sobre a confiabilidade de tais testes em ambientes quânticos. O artigo propõe diretrizes para melhorar a cobertura nos testes de desempenho e destaca a necessidade de ferramentas específicas para o domínio quântico que aliem métricas de performance e cobertura de forma mais integrada.";O objetivo deste artigo é investigar empiricamente a relação entre testes de desempenho e cobertura de código em programas quânticos. ;Quantum software testing;
WOS0157;"Wang, XY; Arcaini, P; Yue, T; Ali, S";"Wang, Xinyi; Arcaini, Paolo; Yue, Tao; Ali, Shaukat";"Nanjing University of Aeronautics & Astronautics; Research Organization of Information & Systems (ROIS); National Institute of Informatics (NII) - Japan";Application of Combinatorial Testing to Quantum Programs;2021;International Conference on Software Quality, Reability and Security;Software Engineering;QRS;179;188;17;The capability of Quantum Computing (QC) in solving complex problems has been increasingly recognized. However, similar to classical computing, to fully exploit QC's potential, it is important to ensure the correctness of quantum programs. Doing so via software testing is, however, very challenging because of QC's inherent properties: superposition and entanglement. Towards the direction of ensuring the correctness of quantum programs, we propose an approach called QuCAT (QUantum CombinAtorial Testing) for systematic and automated testing of quantum programs by benefiting from combinatorial testing, which has been proven to be cost-effective in testing classical programs. QuCAT supports two combinatorial test suite generation scenarios, i.e., generating combinatorial test suites of a given strength, and incrementally generating and executing combinatorial test suites of increasing strength until a fault is found. The approach employs two types of test oracles to assess test results. We performed an empirical study with 18 faulty versions of quantum programs to evaluate QuCAT with strengths of two, three, and four in the two test generation scenarios. We compare the cost-effectiveness of combinatorial testing of various strengths and random testing (taken as baseline approach). Results show that combinatorial testing always performs better than random testing with the same cost and finds faults more quickly (in terms of required number of test cases). In addition, in most cases, combinatorial testing with a higher strength outperforms the lower strength in terms of effectiveness.;"quantum programs; quantum software testing; combinatorial testing";;English;Conference Paper;Primary Study;Evaluation research;Software Testing;O objetivo é avaliar a eficácia (\text{sr}_{ck}) e o custo (\lvert T_k \rvert) do Teste Combinatório (CT) aplicado a programas quânticos, comparando diferentes níveis de strength e comparando o CT com o teste aleatório.;Avaliar a eficácia de teste combinatório;Quantum software testing;
WOS0348;"Yamaguchi, M; Yoshioka, N";"Yamaguchi, Masaomi; Yoshioka, Nobukazu";"Fujitsu Ltd; Research Organization of Information & Systems (ROIS); National Institute of Informatics (NII) - Japan; Waseda University";Design by Contract Framework for Quantum Software;2023;International Workshop on Quantum Software Engineering;Quantum Software Engineering;QSE;24;25;0;To realize reliable quantum software, techniques to automatically ensure the quantum software's correctness have recently been investigated. However, they primarily focus on fixed quantum circuits rather than the procedure of building quantum circuits. Despite being a common approach, the correctness of building circuits using different parameters following the same procedure is not guaranteed. To this end, we propose a designby-contract framework for quantum software. Our framework provides a python-embedded language to write assertions on the input and output states of all quantum circuits built by certain procedures. Additionally, it provides a method to write assertions about the statistical processing of measurement results to ensure the procedure's correctness for obtaining the final result. These assertions are automatically checked using a quantum computer simulator. For evaluation, we implemented our framework and wrote assertions for some widely used quantum algorithms. Consequently, we found that our framework has sufficient expressive power to verify the whole procedure of quantum software.;"Programming by contract; Testing and Debugging; quantum computing";;English;Conference Paper;Primary Study;Proposal of solution;Software Testing;Propor um framework de design-by-contract para software quântico. A novidade deste framework é que ele pode verificar o procedimento de construção de circuitos quânticos e o pós-processamento estatístico. A contribuição inclui apresentar uma linguagem incorporada em Python para escrever asserções sobre estados de entrada (pré-estado) e estados de saída (pós-estado) de circuitos quânticos;Apresentar uma linguagem incorporada em Python para escrever asserções sobre estados de entrada (pré-estado) e estados de saída (pós-estado) de circuitos quânticos;Quantum software testing;
WOS0916;"Muqeet, A; Yue, T; Ali, S; Arcaini, P";"Muqeet, Asmar; Yue, Tao; Ali, Shaukat; Arcaini, Paolo";"University of Oslo; Oslo Metropolitan University (OsloMet); Research Organization of Information & Systems (ROIS); National Institute of Informatics (NII) - Japan";Mitigating Noise in Quantum Software Testing Using Machine Learning;2024;Transactions on Software Engineering;Software Engineering;TOSE;2947;2961;0;Quantum Computing (QC) promises computational speedup over classic computing. However, noise exists in near-term quantum computers. Quantum software testing (for gaining confidence in quantum software's correctness) is inevitably impacted by noise, i.e., it is impossible to know if a test case failed due to noise or real faults. Existing testing techniques test quantum programs without considering noise, i.e., by executing tests on ideal quantum computer simulators. Consequently, they are not directly applicable to test quantum software on real quantum computers or noisy simulators. Thus, we propose a noise-aware approach (named $\mathit{QOIN}$QOIN) to alleviate the noise effect on test results of quantum programs. $\mathit{QOIN}$QOIN employs machine learning techniques (e.g., transfer learning) to learn the noise effect of a quantum computer and filter it from a program's outputs. Such filtered outputs are then used as the input to perform test case assessments (determining the passing or failing of a test case execution against a test oracle). We evaluated $\mathit{QOIN}$QOIN on IBM's 23 noise models, Google's two available noise models, and Rigetti's Quantum Virtual Machine, with six real-world and 800 artificial programs. We also generated faulty versions of these programs to check if a failing test case execution can be determined under noise. Results show that $\mathit{QOIN}$QOIN can reduce the noise effect by more than $80\%$80% on most noise models. We used an existing test oracle to evaluate $\mathit{QOIN}$QOIN's effectiveness in quantum software testing. The results showed that $\mathit{QOIN}$QOIN attained scores of $99\%$99%, $75\%$75%, and $86\%$86% for precision, recall, and F1-score, respectively, for the test oracle across six real-world programs. For artificial programs, $\mathit{QOIN}$QOIN achieved scores of $93\%$93%, $79\%$79%, and $86\%$86% for precision, recall, and F1-score respectively. This highlights $\mathit{QOIN}$QOIN's effectiveness in learning noise patterns for noise-aware quantum software testing.;"Noise; Quantum computing; Qubit; Computers; Software testing; Logic gates; Computational modeling; Software testing and debugging; computing methodologies; quantum computing; and machine learning";;English;Article;Primary Study;Evaluation research;Software Testing;Propor uma abordagem sensível a ruído (QOIN) para mitigar o efeito do ruído nos resultados de testes de programas quânticos. QOIN emprega técnicas de machine learning (ML), como transfer learning, para aprender o efeito do ruído e filtrá-lo das saídas dos programas, auxiliando assim os testadores a determinar se uma falha é devido a ruídos ou falhas reais. Os resultados mostram que QOIN pode reduzir o efeito do ruído em mais de 80% na maioria dos modelos de ruído.;Abordagem para mitigar o efeito do ruído nos resultados de testes de programas quânticos. ;Quantum software testing;
WOS0956;"Mendiluze, E; Ali, S; Arcaini, P; Yue, T";"Mendiluze, Enaut; Ali, Shaukat; Arcaini, Paolo; Yue, Tao";"Research Organization of Information & Systems (ROIS); National Institute of Informatics (NII) - Japan; Nanjing University of Aeronautics & Astronautics";Muskit: A Mutation Analysis Tool for Quantum Software Testing;2021;International Conference on Automated Software Engineering;Software Engineering;ASE;1266;1270;32;Given that quantum software testing is a new area of research, there is a lack of benchmark programs and bugs repositories to assess the effectiveness of testing techniques. To this end, quantum mutation analysis focuses on systematically generating faulty versions of Quantum Programs (QPs), called mutants, using mutation operators. Such mutants can be used as benchmarks to assess the quality of test cases in a test suite. Thus, we present Muskit - a quantum mutation analysis tool for QPs coded in IBM's Qiskit language. Muskit defines mutation operators on gates of QPs and selection criteria to reduce the number of mutants to generate. Moreover, it allows for the execution of test cases on mutants and generation of results for test analyses. Muskit is provided as command line interface, GUI, and web application. We validated Muskit by using it to generate and execute mutants for four QPs.;"quantum programs; software testing; mutation analysis; quantum circuits";;English;Conference Paper;Primary Study;Proposal of solution;Software Testing;Apresentar Muskit, uma ferramenta de análise de mutação para teste de software quântico. Muskit foca na geração sistemática de versões defeituosas de Programas Quânticos (QPs), chamados mutantes, para serem usados como benchmarks para avaliar a qualidade dos casos de teste em um conjunto de testes. A ferramenta foi demonstrada gerando mutantes para quatro QPs.;Uma ferramenta de análise de mutação para teste de software quântico. ;Quantum software testing;
WOS1153;"Wang, JY; Zhang, Q; Xu, GH; Kim, M";"Wang, Jiyuan; Zhang, Qian; Xu, Guoqing Harry; Kim, Miryung";"University of California System; University of California Los Angeles";QDiff: Differential Testing of Quantum Software Stacks;2021;International Conference on Automated Software Engineering;Software Engineering;ASE;692;704;19;Over the past few years, several quantum software stacks (QSS) have been developed in response to rapid hardware advances in quantum computing. A QSS includes a quantum programming language, an optimizing compiler that translates a quantum algorithm written in a high-level language into quantum gate instructions, a quantum simulator that emulates these instructions on a classical device, and a software controller that sends analog signals to a very expensive quantum hardware based on quantum circuits. In comparison to traditional compilers and architecture simulators, QSSes are difficult to tests due to the probabilistic nature of results, the lack of clear hardware specifications, and quantum programming complexity. This work devises a novel differential testing approach for QSSes, named QDIFF with three major innovations: (1) We generate input programs to be tested via semantics-preserving, source to source transformation to explore program variants. (2) We speed up differential testing by filtering out quantum circuits that are not worthwhile to execute on quantum hardware by analyzing static characteristics such as a circuit depth, 2-gate operations, gate error rates, and T1 relaxation time. (3) We design an extensible equivalence checking mechanism via distribution comparison functions such as Kolmogorov-Smirnov test and cross entropy. We evaluate QDIFF with three widely-used open source QSSes: Qiskit from IBM, Cirq from Google, and Pyquil from Rigetti. By running QDIFF on both real hardware and quantum simulators, we found several critical bugs revealing potential instabilities in these platforms. QDIFF's source transformation is effective in producing semantically equivalent yet not-identical circuits (i.e., 34% of trials), and its filtering mechanism can speed up differential testing by 66%.;;;English;Conference Paper;Primary Study;Evaluation research;Software Testing;Desenvolver uma nova abordagem de teste diferencial para stacks de software quântico (QSSes), chamada QDIFF, para encontrar instabilidades significativas em plataformas quânticas. QDIFF inova ao gerar variantes de programas semanticamente equivalentes, filtrar circuitos que não valem a pena executar em hardware (economizando 66% das invocações) e usar métodos pluggable para comparar distribuições estatísticas.;Desenvolver uma nova abordagem de teste diferencial para stacks de software quântico para encontrar instabilidades significativas em plataformas quânticas.;Quantum software testing;
WOS1155;"Kashif, M; Al-Kuwari, S";"Kashif, Muhammad; Al-Kuwari, Saif";"Qatar Foundation (QF); Hamad Bin Khalifa University-Qatar";Qiskit As a Simulation Platform for Measurement-based Quantum Computation;2022;International Conference on Software Architecture Companion;Software Engineering;ICSA;152;159;3;Universal quantum computation is anticipated to provide solutions to classically intractable problems. Measurement-based quantum computation (MBQC) is one of the leading candidates to achieve universal quantum computation. In MBQC, the development of the underlying quantum algorithms is governed by single-qubit measurements on a highly entangled cluster state of qubits. Recent advances in MBQC mainly explore the physical aspects of MBQC (i.e. Physical development of cluster states) and as most of the simulators that exist today are for the gate-based model of quantum computation, and to date, there is no MBQC-dedicated simulator for MBQC-based algorithmic development. This paper exploits a well-maintained, and popular gate-based simulation framework developed by IBM called Qiskit to design MBQC-based quantum algorithms. We implement various gates, including Hadamard, and CNOT gates, to demonstrate the universality of MBQC in Qiskit. We also demonstrate MBCQ-based algorithm development in Qiskit by implementing MBQC-based teleportation protocol and Grover's algorithm. The objective of this exercise is to demonstrate that the existing gate-based simulators can be used for developing MBQC-based quantum designs, which would help the research community in exploring the advantages that MBQC can offer compared to other quantum computation models.;"Quantum computing; Measurement-based quantum computation; one-way quantum computer; Qiskit; Qubit measurements; Quantum gates; Grover's algorithm";STATE;English;Conference Paper;Primary Study;Proposal of solution;Software Testing;"O artigo apresenta o QuraTest, um framework de testes automatizados para programas quânticos, com o objetivo de lidar com os desafios de confiabilidade e verificação que surgem na programação quântica. A proposta busca preencher lacunas das ferramentas existentes, fornecendo suporte específico para testes estruturados e automatizados no contexto do desenvolvimento quântico.

Como contribuição, o QuraTest oferece uma arquitetura composta por três camadas — geração de dados de teste, execução de testes e análise de resultados — que permite testar funcionalidades específicas de algoritmos quânticos. O framework é capaz de executar testes em ambientes simulados e reais, como o IBM Quantum, e fornece métricas que auxiliam na identificação de falhas. O artigo também apresenta uma avaliação experimental do QuraTest em benchmarks conhecidos, demonstrando sua viabilidade e utilidade prática para melhorar a robustez do software quântico.";O artigo apresenta o QuraTest, um framework de testes automatizados para programas quânticos, com o objetivo de lidar com os desafios de confiabilidade e verificação que surgem na programação quântica.;Quantum software testing;
WOS1249;"Wang, XY; Arcaini, P; Yue, T; Ali, S";"Wang, Xinyi; Arcaini, Paolo; Yue, Tao; Ali, Shaukat";"Research Organization of Information & Systems (ROIS); National Institute of Informatics (NII) - Japan; Oslo Metropolitan University (OsloMet)";QuCAT: A Combinatorial Testing Tool for Quantum Software;2023;International Conference on Automated Software Engineering;Software Engineering;ASE;2066;2069;4;With the increased developments in quantum computing, the availability of systematic and automatic testing approaches for quantum programs is becoming increasingly essential. To this end, we present the quantum software testing tool QuCAT for combinatorial testing of quantum programs. QuCAT provides two functionalities of use. With the first functionality, the tool generates a test suite of a given strength (e.g., pair-wise). With the second functionality, it generates test suites with increasing strength until a failure is triggered or a maximum strength is reached. QuCAT uses two test oracles to check the correctness of test outputs. We assess the cost and effectiveness of QuCAT with 3 faulty versions of 5 quantum programs. Results show that combinatorial test suites with a low strength can find faults with limited cost, while a higher strength performs better to trigger some difficult faults with relatively higher cost. Repository: https://github.com/Simula- COMPLEX/qucat- tool Video: https://youtu.be/UsqgOudKLio;"quantum programs; software testing; combinatorial testing";;English;Conference Paper;Primary Study;Proposal of solution;Software Testing;Apresentar QuCAT, uma ferramenta automatizada para testes combinatórios de software quântico. O objetivo é oferecer funcionalidades que geram conjuntos de testes de força definida (por exemplo, pairwise) ou com força crescente até que uma falha seja acionada, fornecendo abordagens de teste sistemáticas e automáticas para programas quânticos.;QuCAT - uma ferramenta automatizada para testes combinatórios de software quântico. ;Quantum software testing;
WOS1251;"Wang, XY; Arcaini, P; Yue, T; Ali, S";"Wang, Xinyi; Arcaini, Paolo; Yue, Tao; Ali, Shaukat";"Nanjing University of Aeronautics & Astronautics; Research Organization of Information & Systems (ROIS); National Institute of Informatics (NII) - Japan";Quito: a Coverage-Guided Test Generator for Quantum Programs;2021;International Conference on Automated Software Engineering;Software Engineering;ASE;1237;1241;21;Automation in quantum software testing is essential to support systematic and cost-effective testing. Towards this direction, we present a quantum software testing tool called Quito that can automatically generate test suites covering three coverage criteria defined on inputs and outputs of a quantum program coded in Qiskit, i.e., input coverage, output coverage, and input-output coverage. Quito also implements two types of test oracles based on program specifications, i.e., checking whether a quantum program produced a wrong output or checking a probabilistic test oracle with statistical test. We describe the architecture and methodology of the tool. We also validated the tool with one quantum program and one faulty version of it. Results indicate that Quito can generate test suites and perform test assessments that detect faults, and produce test results with a good time performance.;"quantum programs; software testing; coverage criteria; test generation; test assessment";;English;Conference Paper;Primary Study;Proposal of solution;Software Testing;Apresentar a ferramenta Quito (QUantum InpuT Output testing), que visa automatizar e gerar conjuntos de testes de forma custo-efetiva, guiados por critérios de cobertura definidos nas entradas e saídas de um programa quântico codificado em Qiskit (cobertura de entrada, cobertura de saída e cobertura de entrada-saída).;Automatizar e gerar conjuntos de testes de forma custo-efetiva, guiados por critérios de cobertura definidos nas entradas e saídas de um programa quântico codificado em Qiskit;Quantum software testing;
WOS1255;"Ye, JM; Xia, SZ; Zhang, FY; Arcaini, P; Ma, L; Zhao, JJ; Ishikawa, F";"Ye, Jiaming; Xia, Shangzhou; Zhang, Fuyuan; Arcaini, Paolo; Ma, Lei; Zhao, Jianjun; Ishikawa, Fuyuki";"Kyushu University; University of Tokyo; University of Alberta";QuraTest: Integrating Quantum Specific Features in Quantum Program Testing;2023;International Conference on Automated Software Engineering;Software Engineering;ASE;1149;1161;6;The recent fast development of quantum computers breaks several computation limitations that are difficult for conventional computers. Up to the present, although many approaches and tools have been proposed to test quantum programs, the fundamental features of quantum programs, i.e., magnitude, phase, and entanglement, have been largely overlooked, leading to limited fault detection capability and reduced testing effectiveness. To address this problem, we propose an automated testing framework named QURATEST, equipped with three test case generators (including two newly proposed techniques, UCNOT and IQFT in this paper, as well as one based on Random techniques) to test quantum programs. Overall, the proposed generators enable the generation of diverse test inputs by considering the quantum features of quantum programs. In the experiments, we perform an in-depth evaluation of QURATEST from three aspects: generated test case diversity, output coverage of the program under test, and fault detection capability. The results demonstrate the potential of our newly proposed techniques in that IQFT can generate the most diverse test cases regarding magnitude, phase, and entanglement, with 66% cell coverage. Comparatively, the Random approach only has 10% cell coverage. Regarding the evaluations of the output coverage, IQFT can achieve the highest output coverage in 70.2% (33 out of 47) of all quantum programs. In terms of fault detection, UCNOT outperforms the other two techniques. Specifically, the test cases generated by UCNOT have the best mutation score in 88.4% (23 out of 26) quantum programs.;"Quantum program; test case generation; magnitude; phase; entanglement";;English;Conference Paper;Primary Study;Evaluation research;Software Testing;Propor o framework de teste automatizado QURATEST, equipado com geradores de casos de teste (incluindo UCNOT e IQFT) que integram as características fundamentais dos programas quânticos: magnitude, fase e emaranhamento. O objetivo é superar as limitações das abordagens anteriores que ignoravam esses recursos, melhorando a capacidade de detecção de falhas.;Framework de teste automatizado, equipado com geradores de casos de teste que integram as características fundamentais dos programas quânticos: magnitude, fase e emaranhamento. ;Quantum software testing;
WOS1516;"Long, PX; Zhao, JJ";"Long, Peixun; Zhao, Jianjun";"Chinese Academy of Sciences; Institute of Software, CAS; Chinese Academy of Sciences; University of Chinese Academy of Sciences, CAS; Kyushu University";Testing Multi-Subroutine Quantum Programs: From Unit Testing to Integration Testing;2024;Transactions on Software Engineering and Methodology;Software Engineering;TOSEM;;;5;Quantum computing has emerged as a promising field with the potential to revolutionize various domains by harnessing the principles of quantum mechanics. As quantum hardware and algorithms continue to advance, developing high-quality quantum software has become crucial. However, testing quantum programs poses unique challenges due to the distinctive characteristics of quantum systems and the complexity of multi-subroutine programs. This article addresses the specific testing requirements of multi-subroutine quantum programs. We begin by investigating critical properties by surveying existing quantum libraries and providing insights into the challenges of testing these programs. Building upon this understanding, we focus on testing criteria and techniques based on the whole testing process perspective, spanning from unit testing to integration testing. We delve into various aspects, including IO analysis, quantum relation checking, structural testing, behavior testing, integration of subroutine pairs, and test case generation. We also introduce novel testing principles and criteria to guide the testing process. We conduct comprehensive testing on typical quantum subroutines, including diverse mutants and randomized inputs, to evaluate our proposed approach. The analysis of failures provides valuable insights into the effectiveness of our testing methodology. Additionally, we present case studies on representative multi-subroutine quantum programs, demonstrating the practical application and effectiveness of our proposed testing principles and criteria.;"Quantum computing; software testing; unit testing; integration testing";;English;Article;Primary Study;Evaluation research;Software Testing;Abordar os requisitos específicos de teste de programas quânticos com múltiplas sub-rotinas, abrangendo toda a perspectiva do processo de teste, desde o teste de unidade até o teste de integração. O objetivo é fornecer uma abordagem sistemática e abrangente, incluindo novos princípios e critérios de teste, para garantir a correção e confiabilidade de sistemas de software quântico.;O objetivo é fornecer uma abordagem sistemática e abrangente, incluindo novos princípios e critérios de teste, para garantir a correção e confiabilidade de sistemas de software quântico.;Quantum software testing;
